mpid,formula,mu_b
mp-8959,CsK2PdF5,0.0001945
mp-761679,Li8V3P8O29,9.9999999
mp-30779,SmMg3,-0.0006192
mp-1023139,CsCaMg6,0.0061978
mp-1096632,YZnPt2,1e-07
mp-27760,PrSi2,-2.6e-05
mp-1077251,Er2SiRh3,7.6e-05
mp-707767,Na2Sn2H4O5,-0.002672
mp-541143,Ni3(AsO4)2,11.9261287
mp-21378,HoMnGe,11.0638613
mp-20923,EuSbPt,27.3283909
mp-765279,Li10CoNi9O20,9.001552199999997
mp-754604,BaBePO4F,0.0044714
mp-22794,TmGeRh,-6.49e-05
mp-532273,Ba2(Mo2S3)3,9.3e-06
mp-579214,Rb3Mo4(P2O11)2,11.9999927
mp-1018141,BaC2,-0.0
mvc-12299,Ba3Y4(CoO5)3,36.022123
mp-8605,SrSbPt,-0.000229
mp-625474,H2SO4,-0.0004504
mp-759329,LiBi3(P3O10)2,-0.0022191
mp-761992,Li2Fe2(CO3)3,8.000267299999999
mp-1076592,BaSr7MnFe7O24,27.8595542
mp-648384,KB5O8,0.0
mp-1036383,CaMg14TiO16,1.8571229
mp-1096751,Ca2InHg,1.5949803
mp-1038761,MgBi,5.700000000000001e-06
mp-690133,Co2RuO4,5.4263209
mp-754435,LuAlO3,0.0
mvc-15798,BiF5,0.0
mp-1097042,CrN2,-0.0
mp-761380,Li3V(PO4)2,4.0019917000000005
mp-9264,NaTeAu,7.200000000000001e-06
mp-684193,Sm11Br24,36.1469619
mp-1098574,Mg30CrBiO32,4.9995753
mp-19306,Fe3O4,28.0000027
mp-559523,RbMgF3,-0.0007412000000000001
mp-767920,Li3NiPCO7,3.9999997000000014
mp-625632,H9BrO4,-0.0088773
mp-774908,LiTiNbO4,0.0335537
mp-1022206,Mg6VFe,10.8981206
mp-1095683,NbIr,0.0008468999999999999
mp-715467,WO2,0.0
mp-1028117,RbMg14Mn,3.608691
mp-849508,Li5Mn6(BO3)6,28.9983417
mp-675379,Li2Ta2O3,0.8037451999999999
mp-1095894,HfCdPd2,0.0917819
mp-5706,SnPSe3,-0.00015590000000000002
mp-675532,LaTi6O12,0.0317558
mp-979260,Sc6Ga16Ru7,0.0008164
mp-262,Na3B20,1.16e-05
mp-5696,La2Cu2O5,3e-06
mp-1076338,La3SmV3CrO12,17.999995000000006
mp-755441,SrTaNO2,0.0023535
mp-779105,Cu6OF11,2.9448462
mp-540033,LiMnP2O7,15.999456900000002
mp-771123,ScFeO3,29.9999872
mp-768076,Li3V4(PO4)6,5.0004266
mp-1030758,RbNaMg6O7,-0.0114046
mp-770977,Ca2CeO4,0.0045121
mp-763457,LiP2WO7,12.004502699999998
mp-505709,CsSmZnSe3,0.0
mp-1095396,NaGe2Pd3,4.2e-06
mvc-6469,CaCu(SiO3)2,7.795256
mp-2341,Li3N,0.0
mp-762455,Li4(FeO2)5,24.0
mp-707703,Th8Al4H11,0.0395895
mp-1034964,BaMg14ZnO16,-0.0
mp-1077116,NbP2,-6e-07
mvc-14977,Ca3Fe2(SiO4)3,40.0000013
mp-1073408,MgSi2,-5.3e-06
mp-4048,Sr6(RhO3)5,0.9999998
mp-566498,K2MgP2WO10,-0.0021587
mp-744567,Na2NiH6C4N4O3,0.0006573999999999999
mp-677164,CuAs2Pb6Cl7O6,-2.27e-05
mp-9194,SmCuSeO,0.0
mp-27686,Cd2P2O7,8.3e-06
mp-672326,In3Ru,0.0010428
mp-570180,YbPt,0.0
mp-559719,LiPr(SO4)2,1.21e-05
mvc-9190,MgTiCo(PO4)3,8.0015186
mvc-2080,Ba2MgCuSn2F14,0.0013126
mp-28661,Ba2Cu3P4,0.0001102
mp-19424,TiCoO3,6.0000002
mp-10415,Yb3(GePd)4,0.0
mp-625928,HI3O8,-0.0037169
mp-4805,Gd2SO2,14.0000004
mp-28460,Br2O,-0.0004163
mp-697811,Li2FeP2O7,16.0002145
mp-542189,Fe(MoS2)2,11.1872602
mp-781617,Li5Mn6(BO3)6,29.003190000000004
mp-15226,CrWN2,-0.0002931
mp-1867,Ta2Ni,8e-06
mp-768108,Na2FePCO7,19.998727
mp-774009,Li4V3P4O15,36.0010323
mp-18794,Sm2TiMnO6,9.9999984
mp-17709,Na2ZnSiO4,-6e-07
mp-651582,Mn(InTe2)2,20.0296434
mp-1074259,Mg4Si3,-3.4e-06
mp-510595,Er5CoSb2,0.0012615
mp-644015,KVHSe2O7,1.9990221
mvc-429,Sr2GaCo2O7,14.004965900000002
mp-1062206,NdCd2,0.7999344
mp-706518,TlCrO4,0.0018412
mp-1079026,Tc(Br3O)2,2.9950264
mp-573,Ni3Se4,-1e-07
mp-6304,Sr2GaSbO6,0.0
mp-27998,KNb3O8,0.0004446000000000001
mp-13480,Cu3N,-0.0016084
mp-861612,CrFe(PO4)2,16.001848199999998
mp-1096690,LiCa2Pt,3.04e-05
mp-1080351,CeSe2,0.0
mp-504687,USnTe,0.0027238
mp-777892,Li4V2Fe3Sb3O16,0.9999997
mp-10871,AlAu,-6.5e-06
mvc-14507,MgFe(SiO3)2,31.9995554
mp-984100,PPb3,0.0019306
mp-1025065,LaMn2Ni3,7.7632613
mp-763307,Li4Ti3Mn2Co3O16,19.0000223
mp-779026,Li4MnCr2Fe3(PO4)6,26.9994516
mp-723093,Na5H29(IO12)2,0.007409100000000002
mp-762897,Li2V(PO4)2,1.9999984
mp-690644,TlInS2,-0.0001618
mp-2409,Ni5Sb2,0.0
mvc-13104,Ca3Fe2(WO6)2,10.0000002
mp-540796,Cs2Sn2O3,-2e-07
mp-9747,B4PbO7,-0.0002157
mp-699261,CdH16C4S4(N4Cl)2,0.0007404
mp-743568,MnH2(SeO4)2,20.0003854
mp-8878,Sr(BO2)2,-0.0006202000000000001
mp-1028410,Mg14CrCo,0.702278
mp-759254,LiBi4P7O24,0.0
mp-868635,In2WO6,-0.0033288
mp-1022005,NaMg6Ni,-0.0020436
mp-30702,Sc29Fe6,0.2426408
mp-989632,LaOsN3,-0.0002192
mp-573150,Cs2GeO3,-2.36e-05
mp-1413,P2Ru,8.2e-06
mp-1099692,Sr7CaMn4(FeO5)4,143.71587209999996
mp-17803,Nb2Tl4S11,-1.88e-05
mvc-4842,Zn(WO2)2,11.9879349
mp-24287,CrH,4.1e-06
mp-698289,BH11AuC4IN2,0.0030599
mp-16624,ErAl7Au3,9e-06
mp-867049,Ti13Si31Ni40,0.0009486
mp-935811,KNbO3,4.4e-05
mp-1094771,MgCd3,7.44e-05
mp-24851,NdCoO3,1.4768638
mp-639506,SiO2,-0.0016986
mp-542813,K2BeH4(SeO5)2,2e-07
mp-1094296,Sr2Mg,0.0004918
mp-570652,Hg6BiAs4Cl7,0.0590707
mp-16533,BaNd2FeS5,7.9999997
mp-975601,Pr3Cl,0.0084973
mp-1079812,B9N,2.0000007
mp-31491,Sm(GePd)2,-0.0005453
mp-1097194,NaSr2Cd,1.0
mp-721182,PH11(NO2)2,0.007216199999999998
mp-605302,DyH6C6Cl3(O3F2)3,0.0045687
mp-764699,V6O7F5,10.999937
mp-28327,LiGaBr3,0.0001067
mp-578934,K2V3P4O17,11.9999986
mp-31469,Hf5CuSn3,-3.86e-05
mp-555644,Al2Tl3(PO4)3,-0.0007231
mvc-3001,SrMgCr(PO4)2,7.9999648
mp-568336,Lu2Si5Ir3,4.16e-05
mp-672256,Y5Ga3,0.0166843
mp-849570,Li2V3SbO8,24.0003146
mp-16961,Na6Si2Se7,0.00014069999999999998
mp-1032743,YMg6ZnO8,0.0256236
mp-774419,MnCr3(PO4)6,6.9276762000000005
mp-10138,Y(BRu)4,1.57e-05
mp-24742,K2MgH8(SO6)2,-5.6e-06
mp-770860,Li4Mn2Fe3P6WO24,-2.0000003
mp-779376,Na2V2O5,7.999730499999999
mp-23740,Mg2PHO5,-5e-06
mp-1026718,CeMg14Nb,8.92e-05
mp-776170,LiTi2O4,3.1181625
mp-1097716,Ca(CuSi)2,1.32e-05
mp-626973,Ba(HO)2,-0.0006428
mp-11952,KHg11,-0.0012863
mp-771282,Li24Ti7Cr5O36,9.9987691
mp-568139,NdInAu2,9.01e-05
mp-24417,MoH,0.0003129
mp-974310,In3Ge,0.0005482999999999999
mvc-3391,Mg2Nb2CoO8,5.9974203
mp-556676,Na3Al2(AsO4)3,-2.29e-05
mp-853239,Na2Li2V3P2O13,11.9906605
mp-760476,LiU3O8,2.9999703
mp-1067281,Rb3Pt,0.0417319
mp-608081,Rb3Pb4Au,-9.43e-05
mp-20025,Mn(GaS2)2,4.9999996
mp-738575,V(HO)2,6.0000057
mp-1099875,Na2Mo2O5,8.000418
mp-1028177,LiCaMg14,0.0019857
mp-1016282,Mg7Mn,0.004130699999999999
mp-865610,LuH3,0.000587
mp-780116,Mn6O5F7,25.0032063
mp-1029510,Sr3(BN2)2,0.0
mp-763945,V4O5F7,3.0032097
mp-690111,Co5(Bi2O5)4,14.999985199999998
mp-761978,Li4Ti2Nb3V3O16,8.0017356
mp-1033183,Mg6AlFeO8,2.9967868
mp-15724,KNa2Sb,-6.8e-06
mp-1025270,GaPPt5,-0.0056435
mp-28660,Ca2Cu6P5,0.0021834
mp-779863,Hf2N2O,-0.0010012
mp-865798,GaCu3,3.2500000000000004e-05
mp-24463,H3SO4F,0.0
mp-2369,SnPd,9.1e-06
mp-1070267,Ba(ZnSi)2,4e-07
mp-705448,LiNiPO4,32.0002937
mp-7863,Rb2Sn2O3,-2.6e-06
mp-12670,Ho2SO2,4.55e-05
mp-758374,Ta7(P2O7)8,3.1495186
mp-979614,Sm3Er,0.007584100000000002
mp-763186,Li2Mn3SbO8,23.999275
mp-20451,LaInPt,0.00016969999999999998
mvc-10541,ZnCr3P3O13,18.003736
mp-767107,Li2MnO2F,8.0006718
mp-1095452,U3Fe2Ge7,5.0726477
mp-540025,Mo2(PO4)3,11.999999699999998
mp-644443,CaP(HO3)2,6.0216437
mp-541047,ZrAlPd2,0.0004372
mp-1072167,EuN2,6.0807547
mp-33554,Na3GdCl6,6.8585762999999975
mp-773509,VCr2O6,19.9954024
mp-6526,NaGeSbO5,0.0
mp-976283,LiYO3,2.0010623
mp-468,AlF3,4.4e-05
mp-973976,LuBr,0.0021381
mp-5676,MnSbPt,-0.00035439999999999994
mp-1035073,Mg14VCoO16,-0.3968043
mp-758103,YH2(CO3)2,-0.0021128
mp-558046,KMnF3,19.9999995
mp-866651,KSiBiS4,0.0005682
mp-31652,LiCr2(PO4)3,16.0000008
mp-754171,CsRbO,0.0011259
mp-567808,Tm(CuGe)2,2.99e-05
mp-780930,LiMnP3H8O13,10.0105625
mp-997019,AgPbO2,0.000542
mp-616141,Cs5GeAs3,0.0041934
mp-20765,NpSi,0.0001591
mp-761501,Mn2CoO6,9.001863199999997
mp-6071,Sr3LiIrO6,0.000175
mp-6008,Ca3Al2(SiO4)3,0.0
mp-863750,AgAu3,-0.0002154
mp-1028214,SrCaMg14,0.012563
mp-1022221,BaMg6Co,-0.0381541
mp-30520,Tl2S5,0.0014493
mp-646633,V2Ni(PO5)2,8.0021735
mp-744610,Mn2PH9(C4O3)3,0.0122302
mp-555012,La6S4N3Cl,-4.05e-05
mp-5214,TiTe3O8,0.0
mp-1017577,Ho3AlN,0.0021725
mvc-16056,V4ZnO10,2.0000297
mp-770292,Li3Fe2P2(CO7)2,11.9826491
mp-557012,Li3Sc(BO3)2,0.0005752000000000001
mp-4187,Ge2N2O,-4.3e-06
mp-675693,Na2CdO2,0.0
mvc-625,Ca2MnNb2O8,10.000481
mvc-10314,CaHo(FeO3)2,17.9998678
mp-757077,Li2Cu2Si8O19,1.9997931
mp-23688,RbH3(CO2)2,0.0
mp-567278,Sr(Si3N4)2,-0.0003755
mp-644103,CaSiSnO5,0.0
mp-32669,Ag2S,0.0013567
mp-31624,Sr2TaCrO6,3.0000032
mp-1028929,Te2Mo(WS2)3,-0.004945199999999999
mp-762524,Li4Fe7(PO4)6,28.000672
mp-772298,LiTi2Ni(PO5)2,6.0221148
mp-23779,K3H(SO4)2,0.0
mp-743645,KMgIn(MoO4)3,-0.0007239
mp-867930,NaSi2BH2O7,-7.96e-05
mp-561514,NaSrB5O9,0.0
mp-28522,Gd2CBr,29.0969811
mp-764662,LiFe2(BO3)2,35.9999976
mp-998150,CaTlF3,-0.0010576
mp-567387,Ce(TiAl10)2,0.0003514
mvc-8936,LaMgFeCuO6,8.0046433
mp-601195,CuO2,2.0001147
mp-557427,K2CoF4,3.0000002
mp-7849,AlAsO4,-7.329999999999999e-05
mp-1022626,Mg6ZnNi,0.0077543
mp-767196,Li3Mn5OF11,24.9999999
mvc-16055,Sr4CaMn2(SO3)2,7.9707836
mp-611836,O2,2.0000353
mp-1070808,BaTi2Bi2O,0.0038944
mp-19957,LaGeBO5,-0.0016564
mp-771069,Li2FeBO4,19.9990495
mp-29025,Li5Br2N,0.0
mp-771585,Ti2Ni(PO4)3,-2.0008198
mp-1021384,Mg6TiW,0.0062043
mp-22907,DyBi,-5.320000000000001e-05
mp-1076488,Sr6Ca2Fe3(CoO4)5,131.3151628
mp-1097475,Sr2AgBi,-0.0
mp-769891,Mn2Hg2O7,8.0005689
mp-1076885,La7SmTi3V5O20,58.4613125
mvc-10257,CaTi3P3O13,5.8746218
mp-753102,La2Bi4O9,0.000133
mp-37386,La2SmS4,-0.0005384
mp-1022466,Mg6ZrNb,0.773507
mp-1023,Ho2Co17,50.9549641
mp-1096662,BeZnPt2,2.97e-05
mp-18774,NaFeP2O7,20.0000044
mp-558318,Rb2TbGa(SiO3)4,6e-06
mp-3791,ScCo2Sn,1.049208
mp-1093890,Li2TlCd,1.0
mvc-2825,SrCaSn(PO4)2,-0.0
mp-626869,H2WO5,-0.0010358
mp-766427,K2NaZn2H5(C2O7)2,-0.0027074
mvc-13245,SnO2,0.0
mp-24313,ZnH6(CO3)2,0.0012152
mp-704608,Mo2C3S2(Cl5O)2,16.0116473
mvc-12911,V4Zn(PO4)6,3.9999995
mvc-7929,Fe2(TeO4)3,19.9953033
mp-1094493,MgZn,1e-07
mp-553121,Sm2IO2,0.00012629999999999998
mp-763620,LiCo2C2O7,14.000265400000002
mp-16914,Y2Si5Ni3,1.3e-06
mp-768018,Li2Ti4VO8,2.277021
mp-996982,AgBiO2,0.0003938
mp-1037955,Mg30AlBO32,-0.0
mp-981748,TbAg3,0.0010001
mvc-9169,CaCo3O7,36.0562743
mp-686710,NiH6C2(SN2)2,0.0
mp-758089,Li2Ti3O6,0.0037785
mp-1095749,ZnSiRu2,4.0000025
mp-6300,RbHgSbSe3,2.61e-05
mp-697787,LiCrP2O7,12.000587
mp-768755,Li2Sn2(SO4)3,-0.0003751
mp-997008,TlAuO2,0.1530719
mp-540755,Zr2Nb3Ge4,4e-07
mp-985577,AlFe,0.7098729
mp-767941,Mn21O40,66.9976985
mp-769271,Sr4Ta2O9,0.0014954
mp-685300,Ti4P8S29,0.0190468
mp-766805,Li2MnOF3,7.9999815
mp-1076186,Ba3Sr5Ti7MnO20,30.9427766
mp-30849,TaPt2,-1.6899999999999994e-05
mp-571335,ThBi2,-1.28e-05
mp-776134,Li4MnV3(P2O7)4,19.997401
mvc-6676,Mn3(AsO4)4,21.9418758
mp-779362,Li2MnFe(BO3)2,17.9997999
mp-1018132,AlBi,-0.0001208
mp-626547,Ti3H2O7,-0.0015836
mp-1036732,Mg30VBiO32,3.0970619
mp-566148,LiCdCoF6,0.0
mp-1098637,KMg30AlO32,-9.86e-05
mp-865861,LuMgAu2,0.004619300000000001
mp-763601,LiV2(CO3)4,5.9942043
mp-618929,Ni2GeP,-0.0019874000000000003
mp-862717,LiAlAu2,-2.49e-05
mp-849455,LiMn4(PO4)3,80.00002579999997
mp-559176,La4Ti5(Si2O11)2,1.0449562
mp-15822,LiSmGe,0.0
mp-690711,TlP(HO2)2,0.0023611
mp-1097021,InCuS2,-7e-07
mp-10499,LiZr2(PO4)3,-0.0004307
mp-643770,Rb2MgH4,0.0008029
mp-567233,NaFe2(MoO4)3,17.9998835
mp-779848,V5P6WO24,12.9997758
mp-1074938,Mg7Si4,3.71e-05
mp-1031884,Mg6TiNiO8,-1.91e-05
mp-24412,K2NaAlH6,0.0
mp-762932,Li4(NiO2)5,4.0000002
mp-755373,Lu2GeO5,-2.11e-05
mp-556639,DyNbO4,-1.04e-05
mp-557903,Lu2Ru2O7,-8.0376336
mp-569179,Ni3Mo3C,-0.0004472
mp-11634,KSmGeSe4,-0.0002326
mp-774360,Mn2V3Ni(PO4)6,10.999999699999998
mp-990091,Ag2WS4,-0.0016314
mp-1014252,Hf3ZnN,0.0086556
mp-558187,K2Mo(I2O7)2,0.0003522
mp-11764,HoSnPd,-1.04e-05
mp-30879,Tb5Tl3,-0.0002045
mp-780401,Li6Cu2C4SO16,3.9989631
mp-961666,MnNbAs,0.050771300000000005
mp-5659,Ti3SiC2,0.0004138
mp-1097626,Y2MgZn,4.0000001
mp-11081,CeSnAu,2.0225635
mp-15843,Ge9Pd25,-1.5e-06
mvc-6934,MnO2,12.158228
mp-1022597,LiMg6Zn,0.0022654
mp-23177,HgBr,0.0003805
mp-1073012,Mg2Si3,-5.8e-06
mp-505000,MoCl4O,0.0015791
mp-756040,Gd2HgO4,27.9955191
mp-554874,CuGeO3,3.9999999
mp-756440,Er2Pt2O7,-0.000186
mp-867308,InCuPd2,-2.2e-06
mp-6294,Sr2ErRuO6,6.0000000999999985
mp-669471,HgS4(NCl)3,0.003523100000000001
mp-775271,Li2Cr3WO8,20.0000813
mp-973143,ScZn3,7.28e-05
mp-541376,Ba6Co25S27,-1e-07
mp-1028344,RbMg14Ni,-2e-07
mp-569670,LaNdI4,0.0291624
mp-975055,Rb3Ac,0.0277584
mp-645272,TlV3(SeO6)2,0.0004172
mp-851270,Li9Mn7V12O48,21.9995992
mvc-10945,Ca2VN3,-2e-07
mp-980150,Th2ZnTc,-5.64e-05
mp-744213,Mo3H9Br3(ClO)4,43.3055123
mp-11112,Tb(BO2)3,0.0
mp-27821,Ag3P11,-0.0001098
mp-1026632,CsBaMg14,-4.29e-05
mp-780019,Li2MnFe(BO3)2,18.0001928
mp-861594,Pr2TlCd,0.0865056
mp-764941,Li3Fe8(BO3)8,37.0008528
mp-607953,FeSeBr7,10.0001936
mp-1078197,H3CBr,0.0
mvc-12659,Zn(FeO2)2,11.9999995
mp-11460,HfTc,-1.49e-05
mp-632532,Yb2S3,-0.00026010000000000003
mp-24084,KH,6.14e-05
mp-762253,V(CO3)2,3.9987035
mp-631509,ZrBeCd,0.0007322
mp-865579,Li2ErIn,0.0002286
mp-757098,Li2Fe2S3,15.6902937
mp-780047,Li4FeO3F,9.9999998
mp-973285,HoLuAu2,0.0005068000000000001
mp-777941,Li11V6O5F19,12.0049637
mp-25935,Li3Ti2(PO4)3,7.999999499999999
mp-9472,LiAg2Ge,0.0002497
mp-16585,HgB4O7,-6.91e-05
mp-771260,Y2Hf2O7,-0.004848699999999999
mp-561249,Ba17Er16Zn8Pt4O57,-0.0008698
mp-9586,NbSnS2,0.0
mvc-7741,Ca(CoO2)2,15.9912401
mp-754512,Ge11N11O5,0.0012972
mp-6891,Sb2RuC6(OF2)6,-0.0002484
mvc-5965,WO2,16.0012783
mp-3340,TaAlCo2,1.9930330000000005
mp-863728,Ho4Ni13C4,-0.0006036
mp-761397,LiCrPO4,15.998231400000002
mp-1080199,V3N4,1.3439036
mp-704836,CaTiSiO5,0.0013339
mp-973561,LiCe2Ru,0.4879499
mp-3930,Sc2MnS4,10.0000004
mp-1099877,SrCaTiMnO5,79.734043
mp-768451,Cu2(SO4)3,7.7747188
mvc-2129,MgCr2O6,3.9970193
mp-555230,Rb2YGa(SiO3)4,3.59e-05
mp-1078920,LaCu,-2.1e-06
mp-1094875,CeMg,6.0577163
mp-764853,Cr(PO3)3,12.0034339
mp-573631,Cs3As7,0.0
mp-31181,Er3Al2,0.0010857999999999998
mp-559212,RbReSO3,-0.0005651
mp-1078938,YAl2Pd5,-1.6e-06
mvc-1311,P2WO7,7.998922900000001
mp-1032574,RbYMg6O8,-3.8e-06
mp-29052,Cd(W3Br7)2,-0.0021906
mp-677430,NaLiLa2Ti4O12,-0.00030980000000000005
mp-570537,Ce2Br3N,16.0050936
mp-554012,SClO2F,-0.0033964
mp-676291,Ta6Te3S,0.0248957
mp-770287,Li3Sn(BO3)2,0.0
mp-1028395,Mg14CoW,-0.0824578
mp-1008872,MnFeTe,2.9997798
mp-766957,FeBP2H5NO9,20.0013415
mp-1093816,Hf2FeRu,3e-07
mp-554175,SiO2,-0.0009377
mp-510589,MnCuO2,3.9999981
mp-669308,Cs3Tm2I9,0.005075100000000001
mp-772373,TiP6(WO8)3,4.0014843
mp-32435,Li2V3(P2O7)2,18.001587699999995
mp-763369,Li2Co2Si2O7,11.9985939
mp-1091374,NbCrN2,1.8501514
mp-28433,RbClO4,0.0033038000000000004
mp-1034805,Mg14NbNiO16,1.0000014000000002
mvc-5437,Zn(BiO2)2,-0.0
mp-733653,CaAl2Si2(H2O5)2,0.00574
mp-1070333,Fe4C,-0.0007947999999999999
mp-1611,SmO,-5.3799999999999986e-05
mp-28550,Hf2Ag3F14,1.0000001
mp-10955,Sn(HgSe2)2,-1e-07
mp-761292,Li2FeBO4,19.9988135
mp-18506,SmZrF7,0.0001296
mp-540444,CrPO4,17.9415966
mp-677191,BaLaZnRuO6,2.9999451
mp-11794,AlAgO2,0.0
mp-12079,K(CoS)2,2.0346884
mp-1075956,K2Mo2O5,8.001266900000001
mp-774407,Hg2W2O7,-0.0019468
mp-762385,Li4(NiO2)11,2.0000003
mp-7614,Si(Ag4S3)2,0.0010229
mp-862701,CsCaCO3F,0.0
mp-565371,K2MoO8,0.0
mp-766769,LiFePO4,31.999988800000004
mp-8203,Zr(PS3)2,5.400000000000002e-06
mp-4073,Sm(CoB)2,5.22e-05
mp-579637,K2In2Sb3,6.790000000000001e-05
mp-570991,TiSi2,0.0003765
mvc-12728,Ca(CoS2)2,0.0
mp-26875,Li2CuPO4,-0.0029017
mp-1033130,Mg6AlZnO8,0.0
mvc-8970,LaTiZnFeO6,10.0000008
mp-985582,Li6PS5I,-1.44e-05
mp-1075499,Mg5Si6,6.4e-06
mp-1295,Yb4Sb3,-1.7e-06
mp-1029834,HfMgN2,-0.0
mp-571635,CdI2,0.0006006000000000001
mp-1026907,Mg14VCo,1.3410293
mp-31234,Ca4As7Ir8,0.0006452999999999999
mp-9755,HfGeO4,0.0
mp-571603,CdI2,3.1e-06
mp-1023488,Mg15Sb,0.0018421
mvc-9118,Si2Sb15O28,0.9643341
mp-973954,LuFeGe2,0.0049964
mp-762214,Li2Co3SnO8,39.9987241
mp-650676,K2Co(PO3)4,6.0000292
mvc-445,Sr2YMn2O7,14.9805826
mp-29772,YGe3,-2.72e-05
mp-978507,SmTh3,-5.2e-06
mp-773320,LiFePO4,48.0002424
mp-865315,Lu2MgOs,-4.44e-05
mp-532704,K2YHf(PO4)3,0.0005521
mp-1032597,Mg6ZnCuO8,1.0074061
mp-1062984,ThCo2,-0.000103
mp-504670,LiCa2Ge3,0.005228
mp-1009828,BaSiC,-0.0001733
mp-1073456,MgSi2,3.5000000000000016e-06
mp-1098951,Mg30TiNiO32,1.9999999
mp-505132,Ta3Te14Pd3,0.0022096
mp-21042,Te4Pt3,0.0
mp-6118,Ca3Cu3(PO4)4,1.9999976
mp-10006,TlAgTe2,1.47e-05
mp-20237,CoNiSn,0.0785265
mp-1025210,Nd2Re2Si2C,1.4e-06
mp-763041,Fe2O3F,36.0150368
mp-759169,Li2CuF6,1.9815082
mp-1098861,Mg30ZnCuO32,1.0000003
mp-776636,CoH5SeClO5,24.0001254
mp-705450,BaYMnCoO5,14.0002966
mp-1020117,MgSiO3,-0.0005637000000000001
mp-757002,KZrPCO7,0.0009198
mp-675012,Ho2Zr8O19,0.0001636
mp-22149,DyGeAu,-1.3e-06
mp-760729,Ca2Ga2Si(HO4)2,-1.62e-05
mp-758727,CuCO3,2.9291802
mp-704946,Fe2P4Pb3O16,20.0055958
mp-38117,Ba(GaTe2)2,0.0004352
mp-776832,Mn7Sb(PO4)12,12.0071903
mp-720410,K2NaCa2TiSi7HO20,-0.0008037000000000001
mp-864696,Ho2CoOs,0.00013519999999999998
mvc-14378,Mg(FeO2)2,32.0000185
mp-765871,LiMnPO4,9.9997741
mp-18847,V2CdO4,8.0000128
mp-764201,Li2V3O3F5,5.999990900000001
mp-1215,Ti2O,-2.43e-05
mp-704975,Cs5CeNi2(NO2)12,9.9999881
mp-9588,LiP,0.0
mp-22612,FeCu2SnSe4,3.7753869
mp-1018126,GaBi,-0.0001696
mp-4860,Gd2CuO4,13.998781
mp-1080026,Ce(SnPd)2,1.6854248
mp-773994,Li2V3FeO8,8.9988957
mp-571268,CuHg3As2Br3,0.0
mp-5603,NbCoTe2,0.0064787
mp-753493,CeU5O12,10.018494300000002
mp-695476,NaSr8LaTi10O30,2.9e-06
mp-9480,KAlSiO4,0.0
mvc-13313,Ba2AlTlCr2O7,6.1740735
mp-1077959,Cr3S4,9.716758
mp-12490,CsHoCdTe3,-0.0005646
mp-693393,Na13Ca7S12Cl2O48F,0.0010546
mp-1096273,Mn2CrFe,17.2830132
mp-542199,Ag4HgGe2S7,7.8e-06
mp-996973,CuHgO2,0.3600775
mp-1078389,MoN,0.0001246
mp-675818,Li11TiAs5,-0.0004971999999999999
mvc-4661,Zn(SbO2)2,-1.9e-06
mp-1097079,ScCuHg2,2.0
mp-1095616,BaNdAgS3,0.0
mp-1097110,YScAg2,2.0000055
mp-865651,Y2TlCd,0.0084527
mp-763235,LiMnPO4F,31.9969655
mp-705680,La2Mo2O9,2.18e-05
mp-1020610,Zn2SiO4,-0.0043073
mp-775767,AgAsO3,0.0034944000000000004
mp-17617,K2Ti(Si2O5)3,0.0
mp-771357,Lu2(WO4)3,-0.0010472
mp-1099313,LiMg6Ga,1.11e-05
mp-1070662,Gd2BiO2,13.9568766
mp-867925,SrAcHg2,0.0001315
mp-1097673,Zr2ReTc,2.0013649
mp-541066,Mg2B4Ru5,-0.0001579
mp-686369,Ta22(CuS12)3,0.4966911
mp-571038,Hf4NbGe4,6e-07
mp-769734,ScFeO3,19.9979744
mp-675802,Y4Zr3O12,-0.0004309
mp-1039492,CeMg2,-1e-06
mp-961648,KBaP,0.0002124
mp-657344,Na12B26O45,0.0007162000000000001
mp-7378,NaCdAs,0.0
mvc-845,Sr2CrCu2O7,3.8699833
mp-12041,DySbPd,-3.3e-06
mp-773450,TiCrO4,2.0000004
mp-867240,SmMgRh2,3.1e-06
mp-752728,Rb2S2O7,-0.0009486
mp-655001,Li3BH6,-0.0004091
mp-4446,Sr3(GaO3)2,0.0
mp-1008528,B2AsP,-3.09e-05
mp-627867,Si4H2O9,2.4e-06
mp-985438,Ce2CdHg,2.851587
mp-13650,Ca2GeO4,0.0
mp-758453,Na2P2H4N2O5,-0.0031346
mp-1027535,TeMoWSeS2,0.036216000000000005
mp-559961,Tl2SeO4,-0.006042199999999999
mp-1017051,HfMg6W,0.0049256
mvc-7962,MgFeBiO5,31.86633
mp-554040,CuSeO4,-0.0075672
mp-24230,HCNO,-0.003196
mp-775539,K11Mn4O16,7.001284599999999
mp-672208,Ce2Si2O7,8.2767413
mp-1069273,Gd3AlN,21.8744042
mp-775235,Li2Mn2SbO6,17.9992975
mp-31046,Ho3CrB7,-0.0021581
mp-1018744,LaPbAu,0.0051018
mp-9442,Dy3Fe2Si3,2.28e-05
mp-772213,La4CuO8,0.9996547
mp-1094911,Mg2Cd,0.000459
mp-1027957,KMg14Zn,1.3e-06
mp-770019,LiMn3(NiO4)2,13.9985114
mp-850961,LiFe2OF5,30.0015399
mp-559420,Sb4PtC4(O2F11)2,0.0
mp-697751,Li2Mn(PO3)4,9.9958626
mp-669370,Ta5AuS,-0.0036215
